date,equity
2023-12-05,1.0964556419387006
2023-12-06,1.0964556419387006
2023-12-07,1.0989744707151528
2023-12-08,1.0989744707151528
2023-12-11,1.0989744707151528
2023-12-12,1.0989744707151528
2023-12-13,1.0998828649987955
2023-12-14,1.0998828649987955
2023-12-15,1.0998828649987955
2023-12-18,1.0998828649987955
2023-12-19,1.0975617188816484
